record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
164,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,2
190,S92000003,P,2,2,2,1,2,1,2,1,1,3,X,X,X,2
199,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,4
261,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
400,S92000003,P,0,2,8,5,2,1,4,1,2,5,X,X,X,4
503,S92000003,P,1,2,2,1,2,1,2,1,2,3,X,X,X,3
524,S92000003,C,X,1,8,2,2,1,3,1,9,5,X,X,X,X
530,S92000003,P,0,2,8,2,2,1,2,3,2,5,X,X,X,4
533,S92000003,P,3,1,2,1,2,1,2,1,1,3,X,X,X,4
627,S92000003,P,4,2,8,5,2,1,4,1,2,5,X,X,X,4
713,S92000003,P,1,2,7,2,2,1,4,1,2,5,X,X,X,3
862,S92000003,C,X,2,2,1,1,2,2,3,1,4,X,X,X,X
934,S92000003,P,4,2,2,1,2,1,1,1,9,3,X,X,X,4
935,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,2
1007,S92000003,P,1,2,7,2,2,1,3,1,2,5,X,X,X,4
1024,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,3
1073,S92000003,P,4,1,2,1,2,1,1,1,2,3,X,X,X,4
1075,S92000003,C,X,1,2,1,1,1,1,1,1,4,X,X,X,X
1211,S92000003,P,4,2,2,1,1,1,1,1,2,4,X,X,X,4
1601,S92000003,C,X,2,2,1,1,2,1,3,1,4,X,X,X,X
1616,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,2
1755,S92000003,P,0,1,2,1,2,2,2,6,1,3,X,X,X,2
1822,S92000003,P,0,1,4,1,2,1,2,1,2,3,X,X,X,4
1919,S92000003,P,1,2,8,2,2,1,3,1,2,5,X,X,X,4
1992,S92000003,P,1,2,2,1,1,1,2,1,2,4,X,X,X,3
2024,S92000003,P,1,1,2,1,2,1,3,1,2,3,X,X,X,4
2026,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
2029,S92000003,P,3,1,2,1,2,1,1,1,9,3,X,X,X,4
2098,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,2
2163,S92000003,P,0,2,8,5,2,1,5,1,2,5,X,X,X,4
2165,S92000003,P,2,2,8,5,2,1,2,1,2,5,X,X,X,4
2302,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,3
2358,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
2589,S92000003,P,2,1,5,1,2,1,1,1,1,3,X,X,X,4
2689,S92000003,P,1,1,2,1,2,1,2,1,2,3,X,X,X,4
2713,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,4
2798,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,2
2837,S92000003,C,X,2,8,2,2,1,3,1,2,5,X,X,X,X
2950,S92000003,P,4,2,7,5,2,2,4,3,6,5,X,X,X,4
2970,S92000003,P,3,1,3,1,2,1,2,1,2,3,X,X,X,4
3007,S92000003,P,4,2,2,1,2,1,2,1,2,3,X,X,X,3
3055,S92000003,P,4,1,2,1,2,1,1,1,2,3,X,X,X,4
3086,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
3133,S92000003,P,4,2,8,5,2,1,3,1,2,5,X,X,X,4
3359,S92000003,P,1,1,2,1,2,1,2,1,1,3,X,X,X,2
3508,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,1
3525,S92000003,P,0,2,8,5,2,1,3,1,1,5,X,X,X,4
3546,S92000003,P,0,2,6,1,2,1,2,1,2,5,X,X,X,4
3584,S92000003,P,4,2,3,1,2,2,1,1,1,3,X,X,X,4
3673,S92000003,P,0,1,5,1,2,1,1,1,2,3,X,X,X,3
3740,S92000003,P,1,2,8,2,2,1,2,1,2,5,X,X,X,3
3820,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
4074,S92000003,P,4,2,8,5,2,1,5,1,2,5,X,X,X,4
4117,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
4216,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,2
4277,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,1
4294,S92000003,P,1,2,2,1,2,1,2,1,2,3,X,X,X,2
4371,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,1
4382,S92000003,P,0,2,6,3,2,1,2,1,2,5,X,X,X,4
4414,S92000003,P,4,2,2,1,2,1,2,1,1,3,X,X,X,4
4431,S92000003,P,0,2,2,1,2,1,3,1,2,3,X,X,X,4
4480,S92000003,P,4,2,8,5,2,2,4,3,6,5,X,X,X,4
4490,S92000003,C,X,1,7,2,2,1,4,1,9,5,X,X,X,X
4588,S92000003,P,2,2,2,1,1,1,1,1,1,4,X,X,X,4
4641,S92000003,P,0,2,8,4,2,2,3,3,7,5,X,X,X,4
4685,S92000003,P,4,1,2,1,1,2,1,1,1,4,X,X,X,3
4732,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,4
4763,S92000003,P,4,2,3,1,2,1,1,1,2,3,X,X,X,4
4797,S92000003,P,1,1,2,1,2,1,3,1,2,3,X,X,X,4
4850,S92000003,P,0,2,8,5,2,1,4,1,2,5,X,X,X,4
5147,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
5278,S92000003,P,1,1,2,1,2,1,1,5,1,3,X,X,X,2
5344,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
5387,S92000003,P,1,2,2,1,2,1,1,1,9,3,X,X,X,1
5395,S92000003,P,1,2,7,2,2,2,3,3,6,5,X,X,X,2
5416,S92000003,P,0,2,7,4,2,1,5,1,2,5,X,X,X,4
5463,S92000003,P,5,2,3,2,2,2,2,2,6,3,X,X,X,4
5474,S92000003,P,4,1,2,1,1,1,3,1,2,4,X,X,X,3
5483,S92000003,P,4,1,3,1,2,1,1,1,2,3,X,X,X,4
5578,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,2
5773,S92000003,P,0,1,7,5,2,1,2,1,2,5,X,X,X,4
5984,S92000003,P,0,1,2,1,2,1,2,1,1,3,X,X,X,4
6024,S92000003,P,2,1,2,1,2,1,1,1,1,3,X,X,X,2
6132,S92000003,P,1,2,2,1,2,1,2,1,1,3,X,X,X,4
6177,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,4
6303,S92000003,P,4,2,2,1,1,1,2,1,2,4,X,X,X,1
6415,S92000003,P,1,1,2,1,2,1,1,1,2,5,X,X,X,4
6436,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
6452,S92000003,C,X,1,8,2,2,1,3,1,2,5,X,X,X,X
6507,S92000003,P,0,1,2,1,2,1,3,1,1,3,X,X,X,4
6675,S92000003,P,4,1,2,1,2,1,2,1,1,3,X,X,X,4
6788,S92000003,P,1,1,2,1,1,1,1,1,1,4,X,X,X,4
6825,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
6852,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,1
6881,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
6979,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
7037,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,4
7164,S92000003,P,0,2,2,1,1,1,1,1,1,4,X,X,X,2
7218,S92000003,P,1,2,7,2,2,1,5,1,2,5,X,X,X,4
7233,S92000003,P,4,1,2,1,2,1,1,1,2,3,X,X,X,2
7365,S92000003,P,4,1,2,1,1,2,1,4,1,4,X,X,X,2
7379,S92000003,C,X,2,8,5,2,1,4,1,2,5,X,X,X,X
7498,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,4
7525,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
7602,S92000003,P,1,1,2,1,2,1,2,1,1,3,X,X,X,3
7653,S92000003,P,4,1,2,1,2,1,3,1,1,3,X,X,X,4
7690,S92000003,P,0,2,8,5,2,1,3,1,1,5,X,X,X,4
7729,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
7923,S92000003,P,0,2,8,5,2,1,4,1,2,5,X,X,X,4
8001,S92000003,P,4,1,2,1,1,1,2,1,1,4,X,X,X,2
8040,S92000003,P,0,2,8,5,2,1,3,1,9,5,X,X,X,4
8360,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,4
8466,S92000003,C,X,2,8,2,2,1,4,1,2,5,X,X,X,X
8501,S92000003,C,X,2,8,5,2,1,1,1,2,5,X,X,X,X
8556,S92000003,P,1,2,3,1,2,2,3,1,2,3,X,X,X,3
8585,S92000003,P,4,2,4,1,2,1,4,1,2,3,X,X,X,4
8601,S92000003,P,0,1,7,5,2,1,4,3,2,5,X,X,X,4
8675,S92000003,P,1,2,8,2,2,1,3,1,2,5,X,X,X,4
8683,S92000003,P,4,1,2,1,2,1,2,1,2,3,X,X,X,2
8723,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,3
8763,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,1
8775,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,3
8829,S92000003,P,0,1,7,1,2,1,3,1,9,5,X,X,X,4
9049,S92000003,P,4,2,2,1,2,1,2,1,1,3,X,X,X,4
9178,S92000003,P,4,2,7,5,2,1,4,1,2,5,X,X,X,4
9402,S92000003,P,2,2,5,1,2,1,3,1,1,3,X,X,X,4
9437,S92000003,P,2,2,2,1,2,1,3,1,1,3,X,X,X,4
9459,S92000003,P,2,2,2,1,2,1,1,1,1,3,X,X,X,3
9551,S92000003,P,1,1,2,1,1,1,1,1,2,4,X,X,X,1
9687,S92000003,P,0,2,2,1,2,1,1,1,1,3,X,X,X,4
9705,S92000003,P,0,1,5,1,2,1,3,1,1,3,X,X,X,4
9830,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
9863,S92000003,C,X,2,8,5,2,1,2,1,2,5,X,X,X,X
9877,S92000003,P,0,2,3,1,2,1,4,1,1,3,X,X,X,4
9931,S92000003,P,1,2,8,2,2,1,2,1,2,5,X,X,X,1
9994,S92000003,C,X,2,8,5,2,1,2,1,9,5,X,X,X,X
10158,S92000003,C,X,2,7,1,2,1,2,1,2,5,X,X,X,X
10209,S92000003,P,4,1,2,1,1,1,2,1,1,4,X,X,X,4
10222,S92000003,P,1,2,8,2,2,1,3,1,2,5,X,X,X,2
10327,S92000003,P,0,2,2,1,1,1,3,1,1,4,X,X,X,2
10332,S92000003,C,X,2,2,1,1,2,2,3,2,4,X,X,X,X
10346,S92000003,C,X,2,8,5,2,1,5,1,2,5,X,X,X,X
10565,S92000003,P,4,2,2,1,1,1,1,1,1,4,X,X,X,4
10660,S92000003,P,1,2,2,1,2,1,2,1,2,3,X,X,X,3
10727,S92000003,P,1,1,2,1,1,1,1,1,2,4,X,X,X,4
10830,S92000003,P,0,2,8,5,2,2,2,3,6,5,X,X,X,2
10879,S92000003,P,5,1,2,1,1,2,1,1,2,4,X,X,X,4
10952,S92000003,P,4,1,2,1,1,1,1,3,6,4,X,X,X,4
11062,S92000003,P,0,2,7,4,2,1,2,1,1,5,X,X,X,4
11074,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
11163,S92000003,P,5,2,2,1,1,2,1,4,2,4,X,X,X,3
11340,S92000003,P,5,2,3,1,1,2,1,1,1,4,X,X,X,2
11391,S92000003,P,0,1,6,1,2,1,4,1,2,5,X,X,X,4
11439,S92000003,P,1,2,2,1,2,1,2,1,1,3,X,X,X,4
11571,S92000003,P,3,1,2,1,1,1,1,1,1,4,X,X,X,1
11647,S92000003,C,X,2,8,5,2,1,5,1,9,5,X,X,X,X
11680,S92000003,P,0,2,8,5,2,1,1,1,2,5,X,X,X,4
11697,S92000003,P,1,1,2,1,1,1,1,1,9,4,X,X,X,2
11703,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,4
11766,S92000003,P,1,1,2,1,2,1,2,1,2,3,X,X,X,4
11865,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,3
11900,S92000003,P,2,2,2,1,1,1,1,1,1,4,X,X,X,2
12035,S92000003,C,X,2,8,5,2,1,3,1,9,5,X,X,X,X
12036,S92000003,C,X,1,8,5,2,1,3,1,9,5,X,X,X,X
12050,S92000003,P,0,2,8,4,2,1,4,1,2,5,X,X,X,4
12298,S92000003,P,0,2,7,5,2,1,3,1,2,5,X,X,X,4
12326,S92000003,P,1,1,2,1,2,1,2,1,2,3,X,X,X,2
12379,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
12487,S92000003,P,0,1,3,1,2,1,2,1,1,3,X,X,X,4
12788,S92000003,P,0,2,8,5,2,1,4,1,2,5,X,X,X,4
12808,S92000003,P,5,1,2,1,1,2,1,3,6,4,X,X,X,2
12955,S92000003,P,1,2,6,2,2,2,5,3,2,5,X,X,X,4
13009,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,2
13063,S92000003,P,1,2,8,2,2,1,3,1,1,5,X,X,X,4
13186,S92000003,P,0,1,7,1,2,1,3,1,2,5,X,X,X,4
13300,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,3
13319,S92000003,P,0,2,8,5,2,2,3,3,6,5,X,X,X,1
13448,S92000003,P,4,2,2,1,2,1,3,1,1,3,X,X,X,4
13555,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,1
13685,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
13715,S92000003,C,X,1,8,5,2,1,3,1,9,5,X,X,X,X
13718,S92000003,P,2,1,5,1,2,1,3,1,9,3,X,X,X,4
13730,S92000003,P,4,1,2,1,2,1,2,1,1,3,X,X,X,4
13735,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,4
13786,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,2
13923,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
14128,S92000003,P,0,2,2,1,2,1,1,1,1,3,X,X,X,4
14158,S92000003,P,1,2,2,1,2,1,2,1,1,3,X,X,X,3
14299,S92000003,P,0,2,8,5,2,1,5,1,1,5,X,X,X,4
14337,S92000003,P,1,2,2,1,1,1,2,1,2,4,X,X,X,3
14357,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,4
14371,S92000003,P,1,2,6,2,2,1,3,1,2,5,X,X,X,3
14458,S92000003,C,X,2,8,2,2,1,3,1,9,5,X,X,X,X
14533,S92000003,P,1,2,4,2,2,1,3,1,2,3,X,X,X,4
14750,S92000003,P,0,1,3,1,1,2,1,3,1,4,X,X,X,2
14814,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
14856,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,3
14874,S92000003,P,0,2,2,1,2,1,2,1,1,3,X,X,X,4
14958,S92000003,P,1,2,7,2,2,1,3,1,2,5,X,X,X,4
15016,S92000003,P,0,2,7,4,2,1,3,1,2,5,X,X,X,4
15164,S92000003,P,1,2,2,1,1,1,1,1,1,4,X,X,X,1
15168,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
15277,S92000003,P,1,2,8,2,2,1,1,1,2,5,X,X,X,4
15291,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,4
15316,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
15344,S92000003,P,4,1,2,1,1,2,1,4,2,4,X,X,X,2
15466,S92000003,C,X,1,8,1,2,1,5,1,1,5,X,X,X,X
15801,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
15891,S92000003,P,4,1,2,1,2,1,2,1,2,3,X,X,X,4
15992,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
16008,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
16089,S92000003,P,2,1,7,2,2,2,4,3,7,5,X,X,X,4
16098,S92000003,P,1,1,2,1,1,1,1,1,1,4,X,X,X,2
16170,S92000003,P,4,2,2,1,2,1,2,3,6,3,X,X,X,4
16188,S92000003,P,4,2,2,1,1,1,3,1,1,4,X,X,X,4
16205,S92000003,P,0,2,8,5,2,1,1,1,1,5,X,X,X,4
16207,S92000003,P,3,2,2,1,1,1,1,3,1,4,X,X,X,3
16231,S92000003,P,0,2,7,1,2,1,1,1,2,5,X,X,X,4
16558,S92000003,P,2,2,2,1,2,1,1,1,1,3,X,X,X,4
16604,S92000003,P,0,2,2,1,1,1,1,1,2,4,X,X,X,2
16657,S92000003,P,1,1,2,1,1,1,1,1,1,4,X,X,X,4
16677,S92000003,P,0,2,2,1,2,1,1,1,9,3,X,X,X,4
16683,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
16743,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
16800,S92000003,P,4,2,7,5,2,1,2,1,2,5,X,X,X,4
16814,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,2
17007,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
17100,S92000003,P,4,1,3,1,2,1,1,1,2,3,X,X,X,1
17326,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
17350,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,4
17368,S92000003,P,4,2,8,1,2,1,4,1,1,5,X,X,X,4
17390,S92000003,P,3,1,7,1,2,1,2,1,1,5,X,X,X,4
17412,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
17550,S92000003,P,0,2,7,5,2,1,2,1,2,5,X,X,X,4
17590,S92000003,P,4,2,7,5,2,1,4,1,2,5,X,X,X,4
17769,S92000003,P,0,1,2,1,1,1,2,1,1,4,X,X,X,2
17914,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,4
17968,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
18056,S92000003,P,3,1,2,1,2,1,1,1,8,3,X,X,X,2
18064,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,2
18077,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,4
18094,S92000003,P,0,2,6,4,2,1,3,1,2,5,X,X,X,4
18256,S92000003,P,1,2,7,2,2,1,3,1,2,5,X,X,X,3
18356,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
18360,S92000003,P,0,1,2,1,1,2,1,3,4,4,X,X,X,2
18509,S92000003,P,0,2,6,4,2,1,2,1,2,5,X,X,X,4
18522,S92000003,P,4,2,7,4,2,1,3,1,1,5,X,X,X,4
18563,S92000003,P,0,2,2,1,1,2,2,4,2,4,X,X,X,2
18701,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
18735,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
18793,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
18886,S92000003,P,0,2,8,5,2,1,4,1,2,5,X,X,X,4
19169,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,2
19209,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,4
19307,S92000003,P,0,2,8,5,2,1,3,1,2,5,X,X,X,4
19541,S92000003,P,0,1,8,5,2,1,3,1,2,5,X,X,X,4
19572,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
19659,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,2
19744,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,2
19809,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,3
19839,S92000003,P,4,2,3,1,1,1,2,1,2,4,X,X,X,2
19890,S92000003,P,2,1,2,1,2,1,1,1,9,3,X,X,X,4
19946,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,2
20113,S92000003,P,0,2,8,5,2,1,3,1,9,5,X,X,X,4
20154,S92000003,P,1,2,2,2,2,2,1,3,1,3,X,X,X,4
20158,S92000003,C,X,1,2,1,1,2,1,3,4,4,X,X,X,X
20163,S92000003,P,3,1,2,1,2,1,1,1,2,3,X,X,X,4
20199,S92000003,P,4,1,2,1,2,1,1,1,9,3,X,X,X,2
20254,S92000003,P,5,1,3,1,2,1,2,1,2,3,X,X,X,3
20395,S92000003,P,0,2,7,5,2,1,2,1,2,5,X,X,X,4
20437,S92000003,C,X,1,3,1,2,1,1,1,1,3,X,X,X,X
20449,S92000003,P,4,2,2,1,2,1,2,1,9,3,X,X,X,4
20492,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,3
20497,S92000003,P,2,1,2,1,2,1,1,1,2,3,X,X,X,4
20644,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,3
20664,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
20699,S92000003,P,2,2,2,1,1,1,1,1,1,4,X,X,X,2
20737,S92000003,P,4,2,2,4,1,2,1,4,2,4,X,X,X,1
20747,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,3
20773,S92000003,P,2,2,2,1,2,1,3,1,1,3,X,X,X,4
